mes,sku,produto,marca,categoria,segmento,estoque_unidades,estoque_valor,vendido_mes,giro_estoque,cobertura_dias
2024-02,SEN-ROD-001,Roda Sentec Aero 30 Road Alu,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-02,SEN-ROD-002,Roda Sentec Aero 50 Carbon Road,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-02,SEN-ROD-003,Roda Sentec Comp 29 MTB,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-02,SEN-ROD-004,Roda Sentec Trail 29 MTB Tubeless,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-02,WGS-CUB-001,Cubo Traseiro WG Sports Disco 36F,WG Sports,Componentes,Bike,50,1557.5,36,0.72,42
2024-02,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,47,1135.05,33,0.7,43
2024-02,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,49,668.85,33,0.67,45
2024-02,WGS-KIT-001,Kit Cubo WG Sports Completo,WG Sports,Componentes,Bike,1,52.15,1,1.0,30
2024-03,X11-CAP-001,Capacete X11 Trust Pro Transit,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-03,X11-CAP-002,Capacete X11 Trust Pro 11,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-03,X11-CAP-003,Capacete X11 Revo Pro Flagger,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-03,X11-CAP-004,Capacete X11 Revo Pro All Black,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-03,X11-CAP-005,Capacete X11 Turner SV Articulado,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-03,X11-CAP-006,Capacete X11 Crossover Off Road,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-03,X11-CAP-007,Capacete X11 Ghost Urban,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-03,X11-JAQ-001,Jaqueta X11 Iron 3 Sporadic,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-03,X11-JAQ-002,Jaqueta X11 Super Air Ventilada,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-03,X11-JAQ-003,Jaqueta X11 Breeze 2 Ventilada,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-03,X11-JAQ-004,Jaqueta X11 Expedition Impermeavel,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-03,X11-JAQ-005,Jaqueta X11 One Sport Masculina,X11,Jaquetas,Moto,3,386.88,4,1.33,22
2024-03,X11-JAQ-006,Jaqueta X11 Sport Naked,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-03,X11-LUV-001,Luva X11 Route 2 Couro,X11,Luvas,Moto,5,408.3,4,0.8,38
2024-03,X11-LUV-002,Luva X11 Blackout 2,X11,Luvas,Moto,13,726.18,7,0.54,56
2024-03,X11-LUV-003,Luva X11 Impact 2 Cano Longo,X11,Luvas,Moto,8,790.88,5,0.62,48
2024-03,X11-LUV-004,Luva X11 Thermic Segunda Pele,X11,Luvas,Moto,55,2126.3,33,0.6,50
2024-03,X11-LUV-005,Luva X11 Nitro 4,X11,Luvas,Moto,8,481.28,6,0.75,40
2024-03,X11-CAL-001,Calca X11 Montano Masculina,X11,Calcas,Moto,0,0.0,0,0.0,0
2024-03,X11-CAL-002,Calca X11 Urban Feminina,X11,Calcas,Moto,6,773.76,3,0.5,60
2024-03,X11-BOT-001,Bota X11 Urban 2,X11,Botas,Moto,0,0.0,0,0.0,0
2024-03,X11-BOT-002,Bota X11 Dirt Trilha,X11,Botas,Moto,0,0.0,0,0.0,0
2024-03,SCD-CAP-001,Capacete Scud Fenix Solide,Scud,Capacetes,Moto,0,0.0,0,0.0,0
2024-03,SCD-CAP-002,Capacete Scud Attack 2 Viseira,Scud,Capacetes,Moto,8,1074.8,5,0.62,48
2024-03,SCD-CAP-003,Capacete Scud E-Future Eletrico,Scud,Capacetes,Moto,0,0.0,0,0.0,0
2024-03,SCD-CAP-004,Capacete Scud Speed Carbon,Scud,Capacetes,Moto,0,0.0,0,0.0,0
2024-03,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,73,2799.55,40,0.55,55
2024-03,SCD-ACE-002,Bagageiro Scud Universal Moto,Scud,Acessorios,Moto,5,359.75,5,1.0,30
2024-03,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,70,2012.5,39,0.56,54
2024-03,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,78,1119.3,47,0.6,50
2024-03,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,32,1380.8,39,1.22,25
2024-03,VES-JAQ-001,Jaqueta Vessel Basic Urban,Vessel,Jaquetas,Moto,7,691.32,6,0.86,35
2024-03,VES-CAL-001,Calca Vessel Urban Stretch,Vessel,Calcas,Moto,11,1253.56,6,0.55,55
2024-03,VES-LUV-001,Luva Vessel Street Ventilada,Vessel,Luvas,Moto,6,273.36,6,1.0,30
2024-03,VES-CAP-001,Capacete Vessel Integral Full,Vessel,Capacetes,Moto,1,121.56,1,1.0,30
2024-03,VES-ACE-001,Kit Protecao Vessel Joelhos/Cotovelo,Vessel,Acessorios,Moto,5,284.8,4,0.8,38
2024-03,HO-BIK-001,Bike HighOne Attack Sport 21v Aro 29,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-03,HO-BIK-002,Bike HighOne MTB Expert 24v Aro 29,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-03,HO-BIK-003,Bike HighOne Speed React 700c,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-03,HO-BIK-004,Bike HighOne Kids Fun 20v,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-03,HO-ACE-001,Capacete HighOne MTB Trail,HighOne,Capacetes,Bike,5,529.75,3,0.6,50
2024-03,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,75,3573.75,37,0.49,61
2024-03,HO-ACE-003,Oculos HighOne Vision UV400,HighOne,Acessorios,Bike,7,481.95,6,0.86,35
2024-03,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,64,2710.4,35,0.55,55
2024-03,SEN-ROD-001,Roda Sentec Aero 30 Road Alu,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-03,SEN-ROD-002,Roda Sentec Aero 50 Carbon Road,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-03,SEN-ROD-003,Roda Sentec Comp 29 MTB,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-03,SEN-ROD-004,Roda Sentec Trail 29 MTB Tubeless,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-03,WGS-CUB-001,Cubo Traseiro WG Sports Disco 36F,WG Sports,Componentes,Bike,54,1682.1,39,0.72,42
2024-03,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,49,1183.35,40,0.82,37
2024-03,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,60,819.0,39,0.65,46
2024-03,WGS-KIT-001,Kit Cubo WG Sports Completo,WG Sports,Componentes,Bike,5,260.75,4,0.8,38
2024-04,X11-CAP-001,Capacete X11 Trust Pro Transit,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-04,X11-CAP-002,Capacete X11 Trust Pro 11,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-04,X11-CAP-003,Capacete X11 Revo Pro Flagger,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-04,X11-CAP-004,Capacete X11 Revo Pro All Black,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-04,X11-CAP-005,Capacete X11 Turner SV Articulado,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-04,X11-CAP-006,Capacete X11 Crossover Off Road,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-04,X11-CAP-007,Capacete X11 Ghost Urban,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-04,X11-JAQ-001,Jaqueta X11 Iron 3 Sporadic,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-04,X11-JAQ-002,Jaqueta X11 Super Air Ventilada,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-04,X11-JAQ-003,Jaqueta X11 Breeze 2 Ventilada,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-04,X11-JAQ-004,Jaqueta X11 Expedition Impermeavel,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-04,X11-JAQ-005,Jaqueta X11 One Sport Masculina,X11,Jaquetas,Moto,7,902.72,4,0.57,52
2024-04,X11-JAQ-006,Jaqueta X11 Sport Naked,X11,Jaquetas,Moto,0,0.0,1,1.0,0
2024-04,X11-LUV-001,Luva X11 Route 2 Couro,X11,Luvas,Moto,8,653.28,7,0.88,34
2024-04,X11-LUV-002,Luva X11 Blackout 2,X11,Luvas,Moto,9,502.74,6,0.67,45
2024-04,X11-LUV-003,Luva X11 Impact 2 Cano Longo,X11,Luvas,Moto,13,1285.18,10,0.77,39
2024-04,X11-LUV-004,Luva X11 Thermic Segunda Pele,X11,Luvas,Moto,33,1275.78,38,1.15,26
2024-04,X11-LUV-005,Luva X11 Nitro 4,X11,Luvas,Moto,10,601.6,5,0.5,60
2024-04,X11-CAL-001,Calca X11 Montano Masculina,X11,Calcas,Moto,0,0.0,0,0.0,0
2024-04,X11-CAL-002,Calca X11 Urban Feminina,X11,Calcas,Moto,6,773.76,5,0.83,36
2024-04,X11-BOT-001,Bota X11 Urban 2,X11,Botas,Moto,0,0.0,0,0.0,0
2024-04,X11-BOT-002,Bota X11 Dirt Trilha,X11,Botas,Moto,0,0.0,0,0.0,0
2024-04,SCD-CAP-001,Capacete Scud Fenix Solide,Scud,Capacetes,Moto,0,0.0,0,0.0,0
2024-04,SCD-CAP-002,Capacete Scud Attack 2 Viseira,Scud,Capacetes,Moto,6,806.1,4,0.67,45
2024-04,SCD-CAP-003,Capacete Scud E-Future Eletrico,Scud,Capacetes,Moto,0,0.0,0,0.0,0
2024-04,SCD-CAP-004,Capacete Scud Speed Carbon,Scud,Capacetes,Moto,0,0.0,0,0.0,0
2024-04,SCD-ACE-001,Viseira Scud Fume Universal,Scud,Acessorios,Moto,59,2262.65,49,0.83,36
2024-04,SCD-ACE-002,Bagageiro Scud Universal Moto,Scud,Acessorios,Moto,7,503.65,5,0.71,42
2024-04,SCD-ACE-003,Capa de Chuva Scud Moto,Scud,Acessorios,Moto,57,1638.75,41,0.72,42
2024-04,SCD-ACE-004,Antena Scud Curta Universal,Scud,Acessorios,Moto,71,1018.85,47,0.66,45
2024-04,SCD-ACE-005,Spoiler Traseiro Scud Honda CG,Scud,Acessorios,Moto,72,3106.8,42,0.58,51
2024-04,VES-JAQ-001,Jaqueta Vessel Basic Urban,Vessel,Jaquetas,Moto,9,888.84,7,0.78,39
2024-04,VES-CAL-001,Calca Vessel Urban Stretch,Vessel,Calcas,Moto,11,1253.56,8,0.73,41
2024-04,VES-LUV-001,Luva Vessel Street Ventilada,Vessel,Luvas,Moto,8,364.48,5,0.62,48
2024-04,VES-CAP-001,Capacete Vessel Integral Full,Vessel,Capacetes,Moto,0,0.0,0,0.0,0
2024-04,VES-ACE-001,Kit Protecao Vessel Joelhos/Cotovelo,Vessel,Acessorios,Moto,14,797.44,7,0.5,60
2024-04,HO-BIK-001,Bike HighOne Attack Sport 21v Aro 29,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-04,HO-BIK-002,Bike HighOne MTB Expert 24v Aro 29,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-04,HO-BIK-003,Bike HighOne Speed React 700c,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-04,HO-BIK-004,Bike HighOne Kids Fun 20v,HighOne,Bicicletas,Bike,0,0.0,0,0.0,0
2024-04,HO-ACE-001,Capacete HighOne MTB Trail,HighOne,Capacetes,Bike,13,1377.35,7,0.54,56
2024-04,HO-ACE-002,Luva HighOne Trail Gel,HighOne,Luvas,Bike,56,2668.4,40,0.71,42
2024-04,HO-ACE-003,Oculos HighOne Vision UV400,HighOne,Acessorios,Bike,8,550.8,5,0.62,48
2024-04,HO-ACE-004,Camiseta HighOne Dry-Fit Ciclismo,HighOne,Acessorios,Bike,67,2837.45,41,0.61,49
2024-04,SEN-ROD-001,Roda Sentec Aero 30 Road Alu,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-04,SEN-ROD-002,Roda Sentec Aero 50 Carbon Road,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-04,SEN-ROD-003,Roda Sentec Comp 29 MTB,Sentec,Rodas,Bike,1,318.42,1,1.0,30
2024-04,SEN-ROD-004,Roda Sentec Trail 29 MTB Tubeless,Sentec,Rodas,Bike,0,0.0,0,0.0,0
2024-04,WGS-CUB-001,Cubo Traseiro WG Sports Disco 36F,WG Sports,Componentes,Bike,37,1152.55,44,1.19,25
2024-04,WGS-CUB-002,Cubo Dianteiro WG Sports Disco 32F,WG Sports,Componentes,Bike,91,2197.65,43,0.47,63
2024-04,WGS-ROL-001,Roldana Cambio WG Sports Alu 11d,WG Sports,Componentes,Bike,43,586.95,48,1.12,27
2024-04,WGS-KIT-001,Kit Cubo WG Sports Completo,WG Sports,Componentes,Bike,8,417.2,7,0.88,34
2024-05,X11-CAP-001,Capacete X11 Trust Pro Transit,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-05,X11-CAP-002,Capacete X11 Trust Pro 11,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-05,X11-CAP-003,Capacete X11 Revo Pro Flagger,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-05,X11-CAP-004,Capacete X11 Revo Pro All Black,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-05,X11-CAP-005,Capacete X11 Turner SV Articulado,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-05,X11-CAP-006,Capacete X11 Crossover Off Road,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-05,X11-CAP-007,Capacete X11 Ghost Urban,X11,Capacetes,Moto,0,0.0,0,0.0,0
2024-05,X11-JAQ-001,Jaqueta X11 Iron 3 Sporadic,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-05,X11-JAQ-002,Jaqueta X11 Super Air Ventilada,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-05,X11-JAQ-003,Jaqueta X11 Breeze 2 Ventilada,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-05,X11-JAQ-004,Jaqueta X11 Expedition Impermeavel,X11,Jaquetas,Moto,1,257.96,1,1.0,30
2024-05,X11-JAQ-005,Jaqueta X11 One Sport Masculina,X11,Jaquetas,Moto,11,1418.56,6,0.55,55
2024-05,X11-JAQ-006,Jaqueta X11 Sport Naked,X11,Jaquetas,Moto,0,0.0,0,0.0,0
2024-05,X11-LUV-001,Luva X11 Route 2 Couro,X11,Luvas,Moto,5,408.3,6,1.2,25
2024-05,X11-LUV-002,Luva X11 Blackout 2,X11,Luvas,Moto,6,335.16,5,0.83,36
2024-05,X11-LUV-003,Luva X11 Impact 2 Cano Longo,X11,Luvas,Moto,7,692.02,5,0.71,42
2024-05,X11-LUV-004,Luva X11 Thermic Segunda Pele,X11,Luvas,Moto,85,3286.1,52,0.61,49
2024-05,X11-LUV-005,Luva X11 Nitro 4,X11,Luvas,Moto,12,721.92,8,0.67,45
2024-05,X11-CAL-001,Calca X11 Montano Masculina,X11,Calcas,Moto,0,0.0,0,0.0,0
2024-05,X11-CAL-002,Calca X11 Urban Feminina,X11,Calcas,Moto,7,902.72,6,0.86,35
2024-05,X11-BOT-001,Bota X11 Urban 2,X11,Botas,Moto,0,0.0,0,0.0,0
2024-05,X11-BOT-002,Bota X11 Dirt Trilha,X11,Botas,Moto,1,236.46,1,1.0,30
2024-05,SCD-CAP-001,Capacete Scud Fenix Solide,Scud,Capacetes,Moto,0,0.0,0,0.0,0
2024-05,SCD-CAP-002,Capacete Scud Attack 2 Viseira,Scud,Capacetes,Moto,8,1074.8,4,0.5,60
2024-05,SCD-CAP-003,Capacete Scud E-Future Eletrico,Scud,Capacetes,Moto,2,479.9,2,1.0,30
